FXrate,insertedtimestamp,timestamp
1.08676,2023-03-31T12:59:50.596Z,2023-03-31T12:59:50.000Z
1.08676,2023-03-31T12:59:51.605Z,2023-03-31T12:59:51.000Z
1.08682,2023-03-31T12:59:52.631Z,2023-03-31T12:59:51.000Z
1.08686,2023-03-31T12:59:53.719Z,2023-03-31T12:59:53.000Z
1.08688,2023-03-31T12:59:54.684Z,2023-03-31T12:59:54.000Z
1.08681,2023-03-31T12:59:55.745Z,2023-03-31T12:59:55.000Z
1.08691,2023-03-31T12:59:56.657Z,2023-03-31T12:59:56.000Z
1.08693,2023-03-31T12:59:57.703Z,2023-03-31T12:59:57.000Z
1.08693,2023-03-31T12:59:58.729Z,2023-03-31T12:59:58.000Z
1.08694,2023-03-31T12:59:59.649Z,2023-03-31T12:59:58.000Z
1.08695,2023-03-31T13:00:00.930Z,2023-03-31T13:00:00.000Z
1.08691,2023-03-31T13:00:01.777Z,2023-03-31T13:00:01.000Z
1.08693,2023-03-31T13:00:02.700Z,2023-03-31T13:00:02.000Z
1.08694,2023-03-31T13:00:03.685Z,2023-03-31T13:00:02.000Z
1.087,2023-03-31T13:00:04.707Z,2023-03-31T13:00:03.000Z
1.087,2023-03-31T13:00:05.709Z,2023-03-31T13:00:03.000Z
1.087,2023-03-31T13:00:06.691Z,2023-03-31T13:00:06.000Z
1.08694,2023-03-31T13:00:07.702Z,2023-03-31T13:00:07.000Z
1.08694,2023-03-31T13:00:08.716Z,2023-03-31T13:00:07.000Z
1.08701,2023-03-31T13:00:09.915Z,2023-03-31T13:00:09.000Z
1.08699,2023-03-31T13:00:10.759Z,2023-03-31T13:00:10.000Z
1.0867,2023-03-31T13:00:11.773Z,2023-03-31T13:00:11.000Z
1.08701,2023-03-31T13:00:12.770Z,2023-03-31T13:00:12.000Z
1.08701,2023-03-31T13:00:13.861Z,2023-03-31T13:00:13.000Z
1.08697,2023-03-31T13:00:14.781Z,2023-03-31T13:00:14.000Z
1.08693,2023-03-31T13:00:15.769Z,2023-03-31T13:00:15.000Z
1.08686,2023-03-31T13:00:16.779Z,2023-03-31T13:00:16.000Z
1.08686,2023-03-31T13:00:17.827Z,2023-03-31T13:00:16.000Z
1.08691,2023-03-31T13:00:18.816Z,2023-03-31T13:00:18.000Z
1.08691,2023-03-31T13:00:19.815Z,2023-03-31T13:00:18.000Z
1.08688,2023-03-31T13:00:20.827Z,2023-03-31T13:00:20.000Z
1.08699,2023-03-31T13:00:21.918Z,2023-03-31T13:00:21.000Z
1.08693,2023-03-31T13:00:23.064Z,2023-03-31T13:00:22.000Z
1.08696,2023-03-31T13:00:23.902Z,2023-03-31T13:00:23.000Z
1.08696,2023-03-31T13:00:24.867Z,2023-03-31T13:00:23.000Z
1.08696,2023-03-31T13:00:25.993Z,2023-03-31T13:00:23.000Z
1.08695,2023-03-31T13:00:26.950Z,2023-03-31T13:00:26.000Z
1.08701,2023-03-31T13:00:27.956Z,2023-03-31T13:00:27.000Z
1.0869,2023-03-31T13:00:28.882Z,2023-03-31T13:00:28.000Z
1.0869,2023-03-31T13:00:29.953Z,2023-03-31T13:00:29.000Z
1.08694,2023-03-31T13:00:30.953Z,2023-03-31T13:00:30.000Z
1.08685,2023-03-31T13:00:31.947Z,2023-03-31T13:00:31.000Z
1.08694,2023-03-31T13:00:32.960Z,2023-03-31T13:00:32.000Z
1.087,2023-03-31T13:00:33.967Z,2023-03-31T13:00:33.000Z
1.08699,2023-03-31T13:00:34.969Z,2023-03-31T13:00:33.000Z
1.08699,2023-03-31T13:00:36.130Z,2023-03-31T13:00:35.000Z
1.08694,2023-03-31T13:00:37.250Z,2023-03-31T13:00:36.000Z
1.08691,2023-03-31T13:00:38.011Z,2023-03-31T13:00:37.000Z
1.08689,2023-03-31T13:00:38.960Z,2023-03-31T13:00:38.000Z
1.08695,2023-03-31T13:00:40.431Z,2023-03-31T13:00:38.000Z
1.08694,2023-03-31T13:00:41.025Z,2023-03-31T13:00:40.000Z
1.08697,2023-03-31T13:00:41.990Z,2023-03-31T13:00:41.000Z
1.0869,2023-03-31T13:00:43.006Z,2023-03-31T13:00:42.000Z
1.08697,2023-03-31T13:00:44.347Z,2023-03-31T13:00:43.000Z
1.08696,2023-03-31T13:00:45.025Z,2023-03-31T13:00:44.000Z
1.08698,2023-03-31T13:00:46.112Z,2023-03-31T13:00:45.000Z
1.08698,2023-03-31T13:00:47.797Z,2023-03-31T13:00:46.000Z
1.08697,2023-03-31T13:00:48.164Z,2023-03-31T13:00:47.000Z
1.08697,2023-03-31T13:00:49.134Z,2023-03-31T13:00:48.000Z
1.08694,2023-03-31T13:00:50.103Z,2023-03-31T13:00:49.000Z
1.08692,2023-03-31T13:00:51.211Z,2023-03-31T13:00:50.000Z
1.08695,2023-03-31T13:00:52.115Z,2023-03-31T13:00:51.000Z
1.087,2023-03-31T13:00:53.085Z,2023-03-31T13:00:52.000Z
1.087,2023-03-31T13:00:54.220Z,2023-03-31T13:00:52.000Z
1.08701,2023-03-31T13:00:55.201Z,2023-03-31T13:00:54.000Z
1.08701,2023-03-31T13:00:56.215Z,2023-03-31T13:00:55.000Z
1.087,2023-03-31T13:00:57.100Z,2023-03-31T13:00:56.000Z
1.08707,2023-03-31T13:00:58.110Z,2023-03-31T13:00:57.000Z
1.08706,2023-03-31T13:00:59.160Z,2023-03-31T13:00:57.000Z
1.08706,2023-03-31T13:01:00.330Z,2023-03-31T13:00:57.000Z
1.08706,2023-03-31T13:01:01.313Z,2023-03-31T13:00:57.000Z
1.08706,2023-03-31T13:01:02.448Z,2023-03-31T13:01:02.000Z
1.08707,2023-03-31T13:01:03.271Z,2023-03-31T13:01:02.000Z
1.08706,2023-03-31T13:01:04.510Z,2023-03-31T13:01:03.000Z
1.08706,2023-03-31T13:01:05.227Z,2023-03-31T13:01:04.000Z
1.08706,2023-03-31T13:01:06.191Z,2023-03-31T13:01:05.000Z
1.087,2023-03-31T13:01:07.179Z,2023-03-31T13:01:06.000Z
1.0871,2023-03-31T13:01:08.226Z,2023-03-31T13:01:07.000Z
1.08711,2023-03-31T13:01:09.197Z,2023-03-31T13:01:08.000Z
1.08711,2023-03-31T13:01:10.218Z,2023-03-31T13:01:09.000Z
1.0871,2023-03-31T13:01:11.228Z,2023-03-31T13:01:10.000Z
1.0871,2023-03-31T13:01:12.244Z,2023-03-31T13:01:11.000Z
1.0871,2023-03-31T13:01:13.240Z,2023-03-31T13:01:11.000Z
1.08711,2023-03-31T13:01:14.277Z,2023-03-31T13:01:13.000Z
1.08709,2023-03-31T13:01:15.279Z,2023-03-31T13:01:14.000Z
1.0871,2023-03-31T13:01:16.494Z,2023-03-31T13:01:15.000Z
1.0871,2023-03-31T13:01:17.292Z,2023-03-31T13:01:16.000Z
1.08705,2023-03-31T13:01:18.281Z,2023-03-31T13:01:17.000Z
1.08706,2023-03-31T13:01:19.317Z,2023-03-31T13:01:18.000Z
1.08709,2023-03-31T13:01:20.373Z,2023-03-31T13:01:19.000Z
1.08709,2023-03-31T13:01:21.615Z,2023-03-31T13:01:20.000Z
1.0869,2023-03-31T13:01:22.502Z,2023-03-31T13:01:21.000Z
1.0871,2023-03-31T13:01:23.507Z,2023-03-31T13:01:23.000Z
1.08709,2023-03-31T13:01:24.430Z,2023-03-31T13:01:24.000Z
1.08708,2023-03-31T13:01:25.367Z,2023-03-31T13:01:25.000Z
1.08708,2023-03-31T13:01:26.370Z,2023-03-31T13:01:25.000Z
1.08709,2023-03-31T13:01:27.419Z,2023-03-31T13:01:26.000Z
1.08709,2023-03-31T13:01:28.370Z,2023-03-31T13:01:26.000Z
1.08709,2023-03-31T13:01:29.398Z,2023-03-31T13:01:28.000Z
1.08708,2023-03-31T13:01:30.363Z,2023-03-31T13:01:29.000Z
1.0871,2023-03-31T13:01:31.363Z,2023-03-31T13:01:30.000Z
1.0871,2023-03-31T13:01:32.507Z,2023-03-31T13:01:32.000Z
1.0871,2023-03-31T13:01:33.373Z,2023-03-31T13:01:32.000Z
1.08708,2023-03-31T13:01:34.464Z,2023-03-31T13:01:33.000Z
1.08708,2023-03-31T13:01:35.410Z,2023-03-31T13:01:35.000Z
1.08708,2023-03-31T13:01:36.398Z,2023-03-31T13:01:35.000Z
1.0871,2023-03-31T13:01:37.414Z,2023-03-31T13:01:36.000Z
1.08705,2023-03-31T13:01:38.430Z,2023-03-31T13:01:38.000Z
1.08706,2023-03-31T13:01:39.428Z,2023-03-31T13:01:38.000Z
1.08706,2023-03-31T13:01:40.555Z,2023-03-31T13:01:40.000Z
1.08705,2023-03-31T13:01:41.433Z,2023-03-31T13:01:41.000Z
1.0869,2023-03-31T13:01:42.444Z,2023-03-31T13:01:41.000Z
1.08706,2023-03-31T13:01:43.621Z,2023-03-31T13:01:43.000Z
1.08705,2023-03-31T13:01:44.542Z,2023-03-31T13:01:43.000Z
1.08705,2023-03-31T13:01:45.448Z,2023-03-31T13:01:43.000Z
1.08705,2023-03-31T13:01:46.627Z,2023-03-31T13:01:45.000Z
1.087,2023-03-31T13:01:47.457Z,2023-03-31T13:01:46.000Z
1.08707,2023-03-31T13:01:48.474Z,2023-03-31T13:01:48.000Z
1.08707,2023-03-31T13:01:49.489Z,2023-03-31T13:01:48.000Z
1.08699,2023-03-31T13:01:50.518Z,2023-03-31T13:01:50.000Z
1.08698,2023-03-31T13:01:51.511Z,2023-03-31T13:01:51.000Z
1.08697,2023-03-31T13:01:52.546Z,2023-03-31T13:01:52.000Z
1.08696,2023-03-31T13:01:53.522Z,2023-03-31T13:01:53.000Z
1.08693,2023-03-31T13:01:54.529Z,2023-03-31T13:01:54.000Z
1.08693,2023-03-31T13:01:55.542Z,2023-03-31T13:01:54.000Z
1.08692,2023-03-31T13:01:56.551Z,2023-03-31T13:01:56.000Z
1.08692,2023-03-31T13:01:57.555Z,2023-03-31T13:01:57.000Z
1.08689,2023-03-31T13:01:58.541Z,2023-03-31T13:01:58.000Z
1.08689,2023-03-31T13:01:59.646Z,2023-03-31T13:01:58.000Z
1.08687,2023-03-31T13:02:00.601Z,2023-03-31T13:02:00.000Z
1.08685,2023-03-31T13:02:01.995Z,2023-03-31T13:02:01.000Z
1.08687,2023-03-31T13:02:02.563Z,2023-03-31T13:02:02.000Z
1.08687,2023-03-31T13:02:03.601Z,2023-03-31T13:02:02.000Z
1.08685,2023-03-31T13:02:04.755Z,2023-03-31T13:02:04.000Z
1.08685,2023-03-31T13:02:05.918Z,2023-03-31T13:02:04.000Z
1.08685,2023-03-31T13:02:06.655Z,2023-03-31T13:02:04.000Z
1.08686,2023-03-31T13:02:07.681Z,2023-03-31T13:02:07.000Z
1.08686,2023-03-31T13:02:08.722Z,2023-03-31T13:02:07.000Z
1.08686,2023-03-31T13:02:09.701Z,2023-03-31T13:02:07.000Z
1.08686,2023-03-31T13:02:10.653Z,2023-03-31T13:02:07.000Z
1.08686,2023-03-31T13:02:11.650Z,2023-03-31T13:02:07.000Z
1.08686,2023-03-31T13:02:12.661Z,2023-03-31T13:02:12.000Z
1.08686,2023-03-31T13:02:14.233Z,2023-03-31T13:02:13.000Z
1.08686,2023-03-31T13:02:14.678Z,2023-03-31T13:02:13.000Z
1.08686,2023-03-31T13:02:15.654Z,2023-03-31T13:02:13.000Z
1.08686,2023-03-31T13:02:16.668Z,2023-03-31T13:02:16.000Z
1.08686,2023-03-31T13:02:17.653Z,2023-03-31T13:02:17.000Z
1.08684,2023-03-31T13:02:18.696Z,2023-03-31T13:02:17.000Z
1.08682,2023-03-31T13:02:19.694Z,2023-03-31T13:02:19.000Z
1.08681,2023-03-31T13:02:20.692Z,2023-03-31T13:02:19.000Z
1.08677,2023-03-31T13:02:21.688Z,2023-03-31T13:02:20.000Z
1.08682,2023-03-31T13:02:22.709Z,2023-03-31T13:02:22.000Z
1.08682,2023-03-31T13:02:23.717Z,2023-03-31T13:02:22.000Z
1.08685,2023-03-31T13:02:24.738Z,2023-03-31T13:02:24.000Z
1.08685,2023-03-31T13:02:25.762Z,2023-03-31T13:02:24.000Z
1.08685,2023-03-31T13:02:26.755Z,2023-03-31T13:02:24.000Z
1.08685,2023-03-31T13:02:27.766Z,2023-03-31T13:02:27.000Z
1.08685,2023-03-31T13:02:28.753Z,2023-03-31T13:02:27.000Z
1.08685,2023-03-31T13:02:29.852Z,2023-03-31T13:02:27.000Z
1.08689,2023-03-31T13:02:30.775Z,2023-03-31T13:02:30.000Z
1.08688,2023-03-31T13:02:31.847Z,2023-03-31T13:02:31.000Z
1.08687,2023-03-31T13:02:32.770Z,2023-03-31T13:02:32.000Z
1.08689,2023-03-31T13:02:33.761Z,2023-03-31T13:02:33.000Z
1.08689,2023-03-31T13:02:34.884Z,2023-03-31T13:02:34.000Z
1.08687,2023-03-31T13:02:36.090Z,2023-03-31T13:02:35.000Z
1.08687,2023-03-31T13:02:36.805Z,2023-03-31T13:02:35.000Z
1.08686,2023-03-31T13:02:37.866Z,2023-03-31T13:02:37.000Z
1.0869,2023-03-31T13:02:38.805Z,2023-03-31T13:02:38.000Z
1.0869,2023-03-31T13:02:39.822Z,2023-03-31T13:02:38.000Z
1.08693,2023-03-31T13:02:40.807Z,2023-03-31T13:02:40.000Z
1.08693,2023-03-31T13:02:41.819Z,2023-03-31T13:02:40.000Z
1.08694,2023-03-31T13:02:42.842Z,2023-03-31T13:02:42.000Z
1.08694,2023-03-31T13:02:43.889Z,2023-03-31T13:02:42.000Z
1.08691,2023-03-31T13:02:44.856Z,2023-03-31T13:02:44.000Z
1.08691,2023-03-31T13:02:45.872Z,2023-03-31T13:02:44.000Z
1.0869,2023-03-31T13:02:46.888Z,2023-03-31T13:02:46.000Z
1.08691,2023-03-31T13:02:47.882Z,2023-03-31T13:02:47.000Z
1.08692,2023-03-31T13:02:49.224Z,2023-03-31T13:02:48.000Z
1.08691,2023-03-31T13:02:49.859Z,2023-03-31T13:02:49.000Z
1.0869,2023-03-31T13:02:50.961Z,2023-03-31T13:02:50.000Z
1.0869,2023-03-31T13:02:51.897Z,2023-03-31T13:02:50.000Z
1.08691,2023-03-31T13:02:52.909Z,2023-03-31T13:02:52.000Z
1.08691,2023-03-31T13:02:53.899Z,2023-03-31T13:02:52.000Z
1.08692,2023-03-31T13:02:54.939Z,2023-03-31T13:02:54.000Z
1.08691,2023-03-31T13:02:56.106Z,2023-03-31T13:02:55.000Z
1.08691,2023-03-31T13:02:56.950Z,2023-03-31T13:02:55.000Z
1.0869,2023-03-31T13:02:57.980Z,2023-03-31T13:02:57.000Z
1.08686,2023-03-31T13:02:58.974Z,2023-03-31T13:02:58.000Z
1.08686,2023-03-31T13:02:59.949Z,2023-03-31T13:02:58.000Z
1.08686,2023-03-31T13:03:01.245Z,2023-03-31T13:03:00.000Z
1.08686,2023-03-31T13:03:01.981Z,2023-03-31T13:03:01.000Z
1.0868,2023-03-31T13:03:02.974Z,2023-03-31T13:03:02.000Z
1.08687,2023-03-31T13:03:03.995Z,2023-03-31T13:03:03.000Z
1.08687,2023-03-31T13:03:04.999Z,2023-03-31T13:03:04.000Z
1.08688,2023-03-31T13:03:06.467Z,2023-03-31T13:03:05.000Z
1.08688,2023-03-31T13:03:07.117Z,2023-03-31T13:03:06.000Z
1.08688,2023-03-31T13:03:08.014Z,2023-03-31T13:03:07.000Z
1.08688,2023-03-31T13:03:09.028Z,2023-03-31T13:03:07.000Z
1.08688,2023-03-31T13:03:10.093Z,2023-03-31T13:03:09.000Z
1.08688,2023-03-31T13:03:11.073Z,2023-03-31T13:03:09.000Z
1.08688,2023-03-31T13:03:12.077Z,2023-03-31T13:03:10.000Z
1.08688,2023-03-31T13:03:13.169Z,2023-03-31T13:03:12.000Z
1.08688,2023-03-31T13:03:14.102Z,2023-03-31T13:03:12.000Z
1.08689,2023-03-31T13:03:15.153Z,2023-03-31T13:03:13.000Z
1.08686,2023-03-31T13:03:16.124Z,2023-03-31T13:03:15.000Z
1.08686,2023-03-31T13:03:17.202Z,2023-03-31T13:03:16.000Z
1.08689,2023-03-31T13:03:18.093Z,2023-03-31T13:03:17.000Z
1.08688,2023-03-31T13:03:19.109Z,2023-03-31T13:03:18.000Z
1.0869,2023-03-31T13:03:20.178Z,2023-03-31T13:03:19.000Z
1.0869,2023-03-31T13:03:21.135Z,2023-03-31T13:03:20.000Z
1.0869,2023-03-31T13:03:22.152Z,2023-03-31T13:03:21.000Z
1.08689,2023-03-31T13:03:23.158Z,2023-03-31T13:03:22.000Z
1.08685,2023-03-31T13:03:24.141Z,2023-03-31T13:03:23.000Z
1.08685,2023-03-31T13:03:25.231Z,2023-03-31T13:03:24.000Z
1.08678,2023-03-31T13:03:26.163Z,2023-03-31T13:03:25.000Z
1.0868,2023-03-31T13:03:27.193Z,2023-03-31T13:03:25.000Z
1.0868,2023-03-31T13:03:28.172Z,2023-03-31T13:03:27.000Z
1.0868,2023-03-31T13:03:29.198Z,2023-03-31T13:03:27.000Z
1.0868,2023-03-31T13:03:30.204Z,2023-03-31T13:03:29.000Z
1.08682,2023-03-31T13:03:31.459Z,2023-03-31T13:03:31.000Z
1.08676,2023-03-31T13:03:32.216Z,2023-03-31T13:03:31.000Z
1.08676,2023-03-31T13:03:33.324Z,2023-03-31T13:03:32.000Z
1.08676,2023-03-31T13:03:34.234Z,2023-03-31T13:03:32.000Z
1.08677,2023-03-31T13:03:35.279Z,2023-03-31T13:03:35.000Z
1.08676,2023-03-31T13:03:36.584Z,2023-03-31T13:03:35.000Z
1.08675,2023-03-31T13:03:37.270Z,2023-03-31T13:03:36.000Z
1.0866,2023-03-31T13:03:38.263Z,2023-03-31T13:03:37.000Z
1.08675,2023-03-31T13:03:39.317Z,2023-03-31T13:03:38.000Z
1.08675,2023-03-31T13:03:40.264Z,2023-03-31T13:03:38.000Z
1.08675,2023-03-31T13:03:41.576Z,2023-03-31T13:03:38.000Z
1.08675,2023-03-31T13:03:42.303Z,2023-03-31T13:03:38.000Z
1.08676,2023-03-31T13:03:43.310Z,2023-03-31T13:03:42.000Z
1.08676,2023-03-31T13:03:44.296Z,2023-03-31T13:03:42.000Z
1.08676,2023-03-31T13:03:45.309Z,2023-03-31T13:03:44.000Z
1.08676,2023-03-31T13:03:46.333Z,2023-03-31T13:03:46.000Z
1.08675,2023-03-31T13:03:47.441Z,2023-03-31T13:03:46.000Z
1.08675,2023-03-31T13:03:48.328Z,2023-03-31T13:03:48.000Z
1.08676,2023-03-31T13:03:49.342Z,2023-03-31T13:03:48.000Z
1.08675,2023-03-31T13:03:50.438Z,2023-03-31T13:03:49.000Z
1.08675,2023-03-31T13:03:51.377Z,2023-03-31T13:03:49.000Z
1.08675,2023-03-31T13:03:52.393Z,2023-03-31T13:03:49.000Z
1.08676,2023-03-31T13:03:53.382Z,2023-03-31T13:03:52.000Z
1.08676,2023-03-31T13:03:54.393Z,2023-03-31T13:03:53.000Z
1.08675,2023-03-31T13:03:55.415Z,2023-03-31T13:03:54.000Z
1.08675,2023-03-31T13:03:56.444Z,2023-03-31T13:03:55.000Z
1.08675,2023-03-31T13:03:57.526Z,2023-03-31T13:03:55.000Z
1.08679,2023-03-31T13:03:58.397Z,2023-03-31T13:03:58.000Z
1.0867,2023-03-31T13:03:59.410Z,2023-03-31T13:03:59.000Z
1.0867,2023-03-31T13:04:00.467Z,2023-03-31T13:03:59.000Z
1.08677,2023-03-31T13:04:01.573Z,2023-03-31T13:04:00.000Z
1.08674,2023-03-31T13:04:02.491Z,2023-03-31T13:04:01.000Z
1.08674,2023-03-31T13:04:04.014Z,2023-03-31T13:04:01.000Z
1.08678,2023-03-31T13:04:04.528Z,2023-03-31T13:04:03.000Z
1.08677,2023-03-31T13:04:05.510Z,2023-03-31T13:04:05.000Z
1.08678,2023-03-31T13:04:06.498Z,2023-03-31T13:04:05.000Z
1.08678,2023-03-31T13:04:07.480Z,2023-03-31T13:04:07.000Z
1.0866,2023-03-31T13:04:08.461Z,2023-03-31T13:04:07.000Z
1.08678,2023-03-31T13:04:09.499Z,2023-03-31T13:04:08.000Z
1.08679,2023-03-31T13:04:10.561Z,2023-03-31T13:04:09.000Z
1.08679,2023-03-31T13:04:11.539Z,2023-03-31T13:04:10.000Z
1.08679,2023-03-31T13:04:12.490Z,2023-03-31T13:04:10.000Z
1.08678,2023-03-31T13:04:13.493Z,2023-03-31T13:04:12.000Z
1.08678,2023-03-31T13:04:14.538Z,2023-03-31T13:04:12.000Z
1.08678,2023-03-31T13:04:15.556Z,2023-03-31T13:04:12.000Z
1.08678,2023-03-31T13:04:16.763Z,2023-03-31T13:04:12.000Z
1.08678,2023-03-31T13:04:17.586Z,2023-03-31T13:04:12.000Z
1.08679,2023-03-31T13:04:18.746Z,2023-03-31T13:04:18.000Z
1.08679,2023-03-31T13:04:19.544Z,2023-03-31T13:04:18.000Z
1.08678,2023-03-31T13:04:20.582Z,2023-03-31T13:04:20.000Z
1.08675,2023-03-31T13:04:21.570Z,2023-03-31T13:04:20.000Z
1.08675,2023-03-31T13:04:22.646Z,2023-03-31T13:04:20.000Z
1.08675,2023-03-31T13:04:23.680Z,2023-03-31T13:04:20.000Z
1.08673,2023-03-31T13:04:24.674Z,2023-03-31T13:04:24.000Z
1.08672,2023-03-31T13:04:25.567Z,2023-03-31T13:04:25.000Z
1.08671,2023-03-31T13:04:26.580Z,2023-03-31T13:04:26.000Z
1.08671,2023-03-31T13:04:27.593Z,2023-03-31T13:04:26.000Z
1.08669,2023-03-31T13:04:28.873Z,2023-03-31T13:04:27.000Z
1.0867,2023-03-31T13:04:29.606Z,2023-03-31T13:04:29.000Z
1.08669,2023-03-31T13:04:30.622Z,2023-03-31T13:04:29.000Z
1.08668,2023-03-31T13:04:31.644Z,2023-03-31T13:04:31.000Z
1.08667,2023-03-31T13:04:32.708Z,2023-03-31T13:04:32.000Z
1.08666,2023-03-31T13:04:33.641Z,2023-03-31T13:04:33.000Z
1.08664,2023-03-31T13:04:34.660Z,2023-03-31T13:04:33.000Z
1.08666,2023-03-31T13:04:35.652Z,2023-03-31T13:04:34.000Z
1.08664,2023-03-31T13:04:36.656Z,2023-03-31T13:04:35.000Z
1.08664,2023-03-31T13:04:37.661Z,2023-03-31T13:04:35.000Z
1.0866,2023-03-31T13:04:38.721Z,2023-03-31T13:04:37.000Z
1.08664,2023-03-31T13:04:39.671Z,2023-03-31T13:04:38.000Z
1.08664,2023-03-31T13:04:40.689Z,2023-03-31T13:04:38.000Z
1.08664,2023-03-31T13:04:41.717Z,2023-03-31T13:04:38.000Z
1.08664,2023-03-31T13:04:42.714Z,2023-03-31T13:04:42.000Z
1.08666,2023-03-31T13:04:43.853Z,2023-03-31T13:04:43.000Z
1.08668,2023-03-31T13:04:44.735Z,2023-03-31T13:04:44.000Z
1.08666,2023-03-31T13:04:45.739Z,2023-03-31T13:04:45.000Z
1.08666,2023-03-31T13:04:46.769Z,2023-03-31T13:04:45.000Z
1.08665,2023-03-31T13:04:47.847Z,2023-03-31T13:04:47.000Z
1.08665,2023-03-31T13:04:48.828Z,2023-03-31T13:04:48.000Z
1.08665,2023-03-31T13:04:50.165Z,2023-03-31T13:04:48.000Z
1.08665,2023-03-31T13:04:50.831Z,2023-03-31T13:04:48.000Z
1.08665,2023-03-31T13:04:51.782Z,2023-03-31T13:04:48.000Z
1.08664,2023-03-31T13:04:52.884Z,2023-03-31T13:04:52.000Z
1.08669,2023-03-31T13:04:53.844Z,2023-03-31T13:04:53.000Z
1.08668,2023-03-31T13:04:54.798Z,2023-03-31T13:04:53.000Z
1.08671,2023-03-31T13:04:55.916Z,2023-03-31T13:04:55.000Z
1.08669,2023-03-31T13:04:56.813Z,2023-03-31T13:04:56.000Z
1.08669,2023-03-31T13:04:57.830Z,2023-03-31T13:04:57.000Z
1.08672,2023-03-31T13:04:59.049Z,2023-03-31T13:04:58.000Z
1.08673,2023-03-31T13:04:59.905Z,2023-03-31T13:04:59.000Z
1.08671,2023-03-31T13:05:00.846Z,2023-03-31T13:05:00.000Z
1.08673,2023-03-31T13:05:01.879Z,2023-03-31T13:05:01.000Z
1.08671,2023-03-31T13:05:02.868Z,2023-03-31T13:05:02.000Z
1.08672,2023-03-31T13:05:03.961Z,2023-03-31T13:05:03.000Z
1.08669,2023-03-31T13:05:04.895Z,2023-03-31T13:05:04.000Z
1.08672,2023-03-31T13:05:06.043Z,2023-03-31T13:05:05.000Z
1.0867,2023-03-31T13:05:06.896Z,2023-03-31T13:05:06.000Z
1.0867,2023-03-31T13:05:07.911Z,2023-03-31T13:05:07.000Z
1.0865,2023-03-31T13:05:08.935Z,2023-03-31T13:05:07.000Z
1.0867,2023-03-31T13:05:09.969Z,2023-03-31T13:05:09.000Z
1.0867,2023-03-31T13:05:10.927Z,2023-03-31T13:05:10.000Z
1.0867,2023-03-31T13:05:12.007Z,2023-03-31T13:05:10.000Z
1.0867,2023-03-31T13:05:12.973Z,2023-03-31T13:05:10.000Z
1.0867,2023-03-31T13:05:13.981Z,2023-03-31T13:05:13.000Z
1.08669,2023-03-31T13:05:14.987Z,2023-03-31T13:05:14.000Z
1.0867,2023-03-31T13:05:15.972Z,2023-03-31T13:05:15.000Z
1.0867,2023-03-31T13:05:16.986Z,2023-03-31T13:05:15.000Z
1.08669,2023-03-31T13:05:18.271Z,2023-03-31T13:05:17.000Z
1.08669,2023-03-31T13:05:19.005Z,2023-03-31T13:05:17.000Z
1.08669,2023-03-31T13:05:20.115Z,2023-03-31T13:05:19.000Z
1.08669,2023-03-31T13:05:21.088Z,2023-03-31T13:05:20.000Z
1.08668,2023-03-31T13:05:22.041Z,2023-03-31T13:05:21.000Z
1.08671,2023-03-31T13:05:24.234Z,2023-03-31T13:05:23.000Z
1.08671,2023-03-31T13:05:25.156Z,2023-03-31T13:05:23.000Z
1.08671,2023-03-31T13:05:27.140Z,2023-03-31T13:05:23.000Z
1.08667,2023-03-31T13:05:27.061Z,2023-03-31T13:05:25.000Z
1.08667,2023-03-31T13:05:27.119Z,2023-03-31T13:05:25.000Z
1.08666,2023-03-31T13:05:28.102Z,2023-03-31T13:05:27.000Z
1.08664,2023-03-31T13:05:29.137Z,2023-03-31T13:05:28.000Z
1.08666,2023-03-31T13:05:30.314Z,2023-03-31T13:05:29.000Z
1.08666,2023-03-31T13:05:31.121Z,2023-03-31T13:05:30.000Z
1.08664,2023-03-31T13:05:32.337Z,2023-03-31T13:05:31.000Z
1.08664,2023-03-31T13:05:33.130Z,2023-03-31T13:05:31.000Z
1.0867,2023-03-31T13:05:34.300Z,2023-03-31T13:05:32.000Z
1.0867,2023-03-31T13:05:35.175Z,2023-03-31T13:05:32.000Z
1.08667,2023-03-31T13:05:36.217Z,2023-03-31T13:05:35.000Z
1.08664,2023-03-31T13:05:37.130Z,2023-03-31T13:05:36.000Z
1.08664,2023-03-31T13:05:38.135Z,2023-03-31T13:05:36.000Z
1.08664,2023-03-31T13:05:39.176Z,2023-03-31T13:05:36.000Z
1.08664,2023-03-31T13:05:40.176Z,2023-03-31T13:05:39.000Z
1.08664,2023-03-31T13:05:41.167Z,2023-03-31T13:05:40.000Z
1.08659,2023-03-31T13:05:42.504Z,2023-03-31T13:05:42.000Z
1.08662,2023-03-31T13:05:43.253Z,2023-03-31T13:05:42.000Z
1.0866,2023-03-31T13:05:44.382Z,2023-03-31T13:05:43.000Z
1.08659,2023-03-31T13:05:45.251Z,2023-03-31T13:05:44.000Z
1.08661,2023-03-31T13:05:46.206Z,2023-03-31T13:05:45.000Z
1.08662,2023-03-31T13:05:47.301Z,2023-03-31T13:05:47.000Z
1.0866,2023-03-31T13:05:48.345Z,2023-03-31T13:05:48.000Z
1.0866,2023-03-31T13:05:49.786Z,2023-03-31T13:05:48.000Z
1.0866,2023-03-31T13:05:50.314Z,2023-03-31T13:05:48.000Z
